user_id,age,gender,country,education,job_title,years_experience
1009,22-24,Man,China,Master’s degree,Student,1-3 years
1010,22-24,Man,Canada,Bachelor’s degree,Student,3-5 years
1011,35-39,Man,Mexico,Bachelor’s degree,Data Engineer,10-20 years
1012,22-24,Woman,India,Professional doctorate,Software Engineer,< 1 years
1013,22-24,Man,Bangladesh,Bachelor’s degree,Software Engineer,3-5 years
1014,18-21,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,3-5 years
1015,22-24,Woman,India,Bachelor’s degree,Student,1-3 years
1016,35-39,Man,Italy,Doctoral degree,Data Scientist,5-10 years
1017,25-29,Man,Brazil,Bachelor’s degree,Student,1-3 years
1018,25-29,Man,Other,Master’s degree,Machine Learning Engineer,3-5 years
1019,45-49,Man,Peru,Master’s degree,Business Analyst,10-20 years
1020,35-39,Woman,Germany,Doctoral degree,Other,1-3 years
1021,25-29,Man,Australia,Bachelor’s degree,Data Scientist,3-5 years
1022,25-29,Man,India,Master’s degree,Software Engineer,5-10 years
1023,35-39,Woman,Saudi Arabia,Professional doctorate,Currently not employed,3-5 years
1024,30-34,Man,United States of America,Master’s degree,Data Scientist,3-5 years
1025,35-39,Man,Israel,Doctoral degree,Research Scientist,20+ years
1026,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years
1027,45-49,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years
1028,18-21,Man,Morocco,Master’s degree,Program/Project Manager,5-10 years
1029,22-24,Man,India,Master’s degree,Student,< 1 years
1030,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1031,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,I have never written code
1032,25-29,Woman,Nigeria,Master’s degree,Product Manager,1-3 years
1033,35-39,Woman,France,Doctoral degree,Data Scientist,1-3 years
1034,22-24,Woman,Turkey,Bachelor’s degree,Statistician,3-5 years
1035,18-21,Man,India,Bachelor’s degree,Student,3-5 years
1036,25-29,Woman,Kenya,Bachelor’s degree,Currently not employed,< 1 years
1037,40-44,Man,Canada,Doctoral degree,Student,5-10 years
1038,22-24,Man,India,Bachelor’s degree,Student,1-3 years
1039,18-21,Man,India,Bachelor’s degree,Student,5-10 years
1040,22-24,Man,Turkey,Bachelor’s degree,Data Scientist,1-3 years
1041,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,3-5 years
1042,22-24,Man,India,Bachelor’s degree,Student,1-3 years
1043,50-54,Man,Portugal,Doctoral degree,Data Scientist,10-20 years
1044,22-24,Man,Japan,Master’s degree,Student,1-3 years
1045,25-29,Man,India,Master’s degree,Data Engineer,5-10 years
1046,40-44,Man,Russia,Master’s degree,Research Scientist,20+ years
1047,18-21,Woman,Turkey,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years
1048,30-34,Woman,Nigeria,Master’s degree,Data Analyst,< 1 years
1049,18-21,Man,China,Bachelor’s degree,Student,1-3 years
1050,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
1051,35-39,Woman,India,Bachelor’s degree,Data Scientist,3-5 years
1052,18-21,Man,Thailand,Bachelor’s degree,Student,1-3 years
1053,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1054,18-21,Man,Bangladesh,I prefer not to answer,Student,1-3 years
1055,30-34,Woman,India,Doctoral degree,Other,3-5 years
1056,22-24,Man,Indonesia,Bachelor’s degree,Data Engineer,< 1 years
1057,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years
1058,30-34,Man,Taiwan,Master’s degree,Data Analyst,5-10 years
1059,18-21,Man,Argentina,Some college/university study without earning a bachelor’s degree,Student,1-3 years
1060,45-49,Woman,United States of America,Bachelor’s degree,Student,1-3 years
1061,22-24,Woman,Turkey,Master’s degree,Data Analyst,< 1 years
1062,25-29,Man,Brazil,Master’s degree,Machine Learning Engineer,< 1 years
1063,22-24,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years
1064,30-34,Man,Brazil,Doctoral degree,Data Scientist,10-20 years
1065,70+,Man,United States of America,Master’s degree,Data Analyst,20+ years
1066,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
1067,40-44,Man,Germany,I prefer not to answer,Program/Project Manager,5-10 years
1068,25-29,Man,India,Bachelor’s degree,Other,I have never written code
1069,60-69,Man,Mexico,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,20+ years
1070,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years
1071,30-34,Man,Poland,I prefer not to answer,Program/Project Manager,< 1 years
1072,25-29,Man,India,Bachelor’s degree,Student,1-3 years
1073,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years
1074,25-29,Man,China,Master’s degree,Data Scientist,1-3 years
1075,22-24,Man,India,Master’s degree,Data Engineer,1-3 years
1076,40-44,Man,India,Professional doctorate,Other,1-3 years
1077,25-29,Woman,India,Master’s degree,Research Scientist,1-3 years
1078,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years
1079,40-44,Man,Nigeria,Bachelor’s degree,Software Engineer,< 1 years
1080,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1081,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,5-10 years
1082,45-49,Man,Brazil,Doctoral degree,Other,I have never written code
1083,40-44,Woman,France,Doctoral degree,Machine Learning Engineer,20+ years
1084,18-21,Man,India,Master’s degree,Currently not employed,5-10 years
1085,22-24,Man,India,Bachelor’s degree,Student,1-3 years
1086,18-21,Man,China,Bachelor’s degree,Student,1-3 years
1087,35-39,Man,India,Bachelor’s degree,Developer Relations/Advocacy,10-20 years
1088,25-29,Man,India,Master’s degree,Data Scientist,5-10 years
1089,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,1-3 years
1090,30-34,Woman,Netherlands,Bachelor’s degree,Data Scientist,5-10 years
1091,18-21,Man,India,Bachelor’s degree,Student,3-5 years
1092,25-29,Man,United States of America,Doctoral degree,Data Scientist,< 1 years
1093,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student,1-3 years
1094,22-24,Man,Morocco,Master’s degree,Program/Project Manager,< 1 years
1095,25-29,Man,Tunisia,Master’s degree,Student,1-3 years
1096,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,5-10 years
1097,30-34,Woman,Portugal,Master’s degree,Data Analyst,5-10 years
1098,30-34,Man,India,Master’s degree,Data Analyst,I have never written code
1099,30-34,Man,Australia,Master’s degree,Data Analyst,3-5 years
1100,22-24,Man,Morocco,Master’s degree,Student,1-3 years
1101,55-59,Man,Egypt,Master’s degree,Business Analyst,20+ years
1102,35-39,Man,India,Doctoral degree,Research Scientist,5-10 years
1103,25-29,Woman,Turkey,Master’s degree,Data Analyst,5-10 years
1104,60-69,Man,United States of America,Bachelor’s degree,Other,20+ years
1105,55-59,Man,India,Master’s degree,Data Engineer,3-5 years
1106,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1107,25-29,Man,Egypt,Bachelor’s degree,Business Analyst,3-5 years
1108,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1109,35-39,Man,India,Professional doctorate,Machine Learning Engineer,3-5 years
1110,25-29,Man,Philippines,Bachelor’s degree,DBA/Database Engineer,I have never written code
1111,18-21,Man,Egypt,I prefer not to answer,Student,< 1 years
1112,30-34,Man,Germany,Master’s degree,Data Scientist,10-20 years
1113,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,1-3 years
1114,25-29,Man,Japan,Master’s degree,Product Manager,1-3 years
1115,22-24,Man,Japan,Master’s degree,Research Scientist,3-5 years
1116,50-54,Man,Saudi Arabia,Bachelor’s degree,Other,3-5 years
1117,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
1118,50-54,Man,Japan,Bachelor’s degree,Product Manager,5-10 years
1119,50-54,Man,United States of America,Master’s degree,Data Scientist,5-10 years
1120,25-29,Woman,India,Master’s degree,Program/Project Manager,5-10 years
1121,30-34,Woman,South Korea,Master’s degree,Business Analyst,< 1 years
1122,35-39,Woman,Spain,Master’s degree,Currently not employed,< 1 years
1123,22-24,Man,Australia,Master’s degree,Data Scientist,1-3 years
1124,30-34,Woman,Other,Doctoral degree,Research Scientist,I have never written code
1125,45-49,Man,Nigeria,Master’s degree,Research Scientist,I have never written code
1126,50-54,Man,United States of America,Master’s degree,Student,1-3 years
1127,30-34,Woman,India,Master’s degree,Data Analyst,5-10 years
1128,18-21,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years
1129,50-54,Man,United States of America,Master’s degree,Research Scientist,10-20 years
1130,30-34,Woman,Egypt,Doctoral degree,Research Scientist,10-20 years
1131,25-29,Man,Netherlands,Master’s degree,Currently not employed,3-5 years
1132,25-29,Woman,India,Bachelor’s degree,Data Analyst,I have never written code
1133,35-39,Man,South Africa,Bachelor’s degree,Developer Relations/Advocacy,10-20 years
1134,35-39,Man,Russia,Master’s degree,Product Manager,< 1 years
1135,25-29,Woman,United States of America,Master’s degree,Student,< 1 years
1136,25-29,Man,China,Master’s degree,Data Analyst,1-3 years
1137,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years
1138,35-39,Man,India,Bachelor’s degree,Data Scientist,< 1 years
1139,40-44,Woman,United States of America,Master’s degree,Student,1-3 years
1140,25-29,Man,Taiwan,Master’s degree,Currently not employed,1-3 years
1141,30-34,Man,Germany,Master’s degree,Data Scientist,1-3 years
1142,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years
1143,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years
1144,25-29,Woman,India,Master’s degree,Other,1-3 years
1145,22-24,Man,Greece,Master’s degree,Machine Learning Engineer,3-5 years
1146,30-34,Man,South Korea,Doctoral degree,Research Scientist,5-10 years
1147,40-44,Man,South Africa,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,3-5 years
1148,35-39,Woman,Spain,Doctoral degree,Data Scientist,10-20 years
1149,45-49,Man,Malaysia,Master’s degree,Other,20+ years
1150,22-24,Man,Bangladesh,Bachelor’s degree,Currently not employed,3-5 years
1151,50-54,Man,Belgium,Master’s degree,Software Engineer,20+ years
1152,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
1153,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,3-5 years
1154,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
1155,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years
1156,25-29,Man,Hong Kong (S.A.R.),Bachelor’s degree,Software Engineer,< 1 years
1157,25-29,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years
1158,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1159,30-34,Man,Turkey,Bachelor’s degree,Data Analyst,< 1 years
1160,60-69,Man,Indonesia,Master’s degree,Program/Project Manager,5-10 years
1161,18-21,Man,India,Bachelor’s degree,Student,3-5 years
1162,50-54,Man,Taiwan,Master’s degree,Software Engineer,20+ years
1163,22-24,Woman,Other,Master’s degree,Software Engineer,3-5 years
1164,35-39,Man,Brazil,Doctoral degree,Student,1-3 years
1165,25-29,Man,Indonesia,Bachelor’s degree,Program/Project Manager,< 1 years
1166,40-44,Woman,France,I prefer not to answer,Student,1-3 years
1167,35-39,Man,India,Doctoral degree,Data Scientist,3-5 years
1168,25-29,Woman,United States of America,Bachelor’s degree,Other,< 1 years
1169,40-44,Man,South Korea,Doctoral degree,Data Scientist,20+ years
1170,35-39,Man,Pakistan,Master’s degree,Business Analyst,3-5 years
1171,18-21,Man,India,I prefer not to answer,Machine Learning Engineer,< 1 years
1172,45-49,Man,Israel,Master’s degree,Software Engineer,10-20 years
1173,18-21,Man,India,Bachelor’s degree,Data Scientist,3-5 years
1174,30-34,Man,India,Master’s degree,Data Scientist,1-3 years
1175,60-69,Prefer not to say,Netherlands,Master’s degree,Data Scientist,20+ years
1176,30-34,Man,Other,Bachelor’s degree,Other,I have never written code
1177,25-29,Woman,India,Master’s degree,Currently not employed,< 1 years
1178,50-54,Man,South Korea,Professional doctorate,Business Analyst,5-10 years
1179,50-54,Man,Spain,Master’s degree,Product Manager,10-20 years
1180,22-24,Man,China,Bachelor’s degree,Student,3-5 years
1181,40-44,Man,Spain,Master’s degree,Data Scientist,10-20 years
1182,25-29,Man,Philippines,Bachelor’s degree,Data Analyst,1-3 years
1183,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1184,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
1185,25-29,Man,Japan,Doctoral degree,Student,3-5 years
1186,18-21,Woman,India,Master’s degree,Data Scientist,3-5 years
1187,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years
1188,40-44,Man,India,Master’s degree,Other,I have never written code
1189,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1190,60-69,Man,United States of America,Master’s degree,Business Analyst,I have never written code
1191,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
1192,30-34,Woman,India,Master’s degree,Business Analyst,< 1 years
1193,25-29,Man,South Korea,Master’s degree,Data Scientist,1-3 years
1194,25-29,Woman,Italy,Master’s degree,Student,1-3 years
1195,60-69,Nonbinary,Germany,Master’s degree,Software Engineer,20+ years
1196,25-29,Man,Israel,Master’s degree,Software Engineer,3-5 years
1197,30-34,Man,Brazil,Doctoral degree,Research Scientist,5-10 years
1198,60-69,Man,Taiwan,Doctoral degree,Data Analyst,1-3 years
1199,40-44,Man,Brazil,I prefer not to answer,Student,10-20 years
1200,22-24,Man,India,Master’s degree,Student,1-3 years
1201,25-29,Man,Russia,Master’s degree,Machine Learning Engineer,10-20 years
1202,35-39,Woman,Australia,Doctoral degree,Data Analyst,3-5 years
1203,30-34,Man,India,Master’s degree,Program/Project Manager,1-3 years
1204,25-29,Man,Australia,Master’s degree,Student,< 1 years
1205,25-29,Woman,United States of America,Master’s degree,Software Engineer,1-3 years
1206,18-21,Man,India,Bachelor’s degree,Student,< 1 years
1207,45-49,Man,Peru,Bachelor’s degree,Software Engineer,10-20 years
1208,30-34,Man,Argentina,Master’s degree,Statistician,< 1 years
1209,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed,< 1 years
1210,25-29,Man,India,Master’s degree,Software Engineer,1-3 years
1211,30-34,Woman,United States of America,Master’s degree,Business Analyst,I have never written code
1212,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years
1213,30-34,Man,Nigeria,Master’s degree,Software Engineer,3-5 years
1214,22-24,Man,Other,Doctoral degree,Data Scientist,3-5 years
1215,55-59,Man,United States of America,Bachelor’s degree,Other,1-3 years
1216,30-34,Man,India,Master’s degree,DBA/Database Engineer,5-10 years
1217,22-24,Woman,Tunisia,Master’s degree,Data Scientist,1-3 years
1218,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years
1219,55-59,Man,United States of America,Master’s degree,Other,< 1 years
1220,22-24,Man,India,Master’s degree,Data Scientist,< 1 years
1221,22-24,Man,Other,Master’s degree,Student,1-3 years
1222,35-39,Man,Canada,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1223,40-44,Woman,United States of America,Doctoral degree,Research Scientist,10-20 years
1224,40-44,Man,India,Doctoral degree,Data Scientist,5-10 years
1225,18-21,Man,India,Bachelor’s degree,Student,3-5 years
1226,18-21,Man,Nigeria,Bachelor’s degree,Software Engineer,3-5 years
1227,18-21,Man,India,Master’s degree,Student,3-5 years
1228,45-49,Man,Poland,Master’s degree,Developer Relations/Advocacy,20+ years
1229,25-29,Man,Germany,Master’s degree,Data Scientist,3-5 years
1230,25-29,Woman,Nigeria,Master’s degree,Data Analyst,< 1 years
1231,40-44,Man,Germany,Master’s degree,Data Analyst,< 1 years
1232,40-44,Man,Malaysia,Doctoral degree,Statistician,5-10 years
1233,22-24,Woman,Kenya,Bachelor’s degree,Software Engineer,1-3 years
1234,50-54,Man,Japan,Bachelor’s degree,Other,1-3 years
1235,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years
1236,30-34,Man,Russia,Some college/university study without earning a bachelor’s degree,Other,< 1 years
1237,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1238,25-29,Man,India,Doctoral degree,Student,3-5 years
1239,50-54,Woman,South Korea,Master’s degree,Product Manager,< 1 years
1240,30-34,Woman,Netherlands,Doctoral degree,Research Scientist,< 1 years
1241,22-24,Man,Kenya,Bachelor’s degree,Student,< 1 years
1242,25-29,Man,Mexico,Bachelor’s degree,Other,< 1 years
1243,50-54,Man,Italy,Bachelor’s degree,Product Manager,20+ years
1244,40-44,Man,India,Doctoral degree,Program/Project Manager,< 1 years
1245,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
1246,22-24,Man,Poland,Master’s degree,Data Scientist,3-5 years
1247,35-39,Man,Japan,Master’s degree,Software Engineer,10-20 years
1248,40-44,Man,Mexico,Professional doctorate,Machine Learning Engineer,I have never written code
1249,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
1250,55-59,Man,Kazakhstan,Master’s degree,Currently not employed,3-5 years
1251,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1252,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years
1253,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1254,18-21,Man,Indonesia,Bachelor’s degree,Student,< 1 years
1255,22-24,Man,Canada,Bachelor’s degree,Student,1-3 years
1256,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years
1257,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years
1258,45-49,Woman,Philippines,Doctoral degree,Program/Project Manager,20+ years
1259,25-29,Man,Pakistan,Bachelor’s degree,Data Analyst,< 1 years
1260,45-49,Man,United States of America,Master’s degree,Student,5-10 years
1261,30-34,Man,Other,Bachelor’s degree,Other,I have never written code
1262,30-34,Man,Australia,Master’s degree,Data Scientist,10-20 years
1263,25-29,Man,Turkey,Bachelor’s degree,Software Engineer,3-5 years
1264,18-21,Man,Viet Nam,Bachelor’s degree,Research Scientist,1-3 years
1265,60-69,Man,Colombia,Master’s degree,Other,I have never written code
1266,22-24,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years
1267,35-39,Man,India,Doctoral degree,Student,5-10 years
1268,25-29,Man,India,Master’s degree,Software Engineer,5-10 years
1269,45-49,Man,India,Master’s degree,Data Scientist,5-10 years
1270,30-34,Man,Other,Master’s degree,Data Analyst,1-3 years
1271,22-24,Man,India,Bachelor’s degree,DBA/Database Engineer,< 1 years
1272,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
1273,45-49,Man,India,Professional doctorate,Statistician,I have never written code
1274,30-34,Man,Portugal,Doctoral degree,Machine Learning Engineer,5-10 years
1275,18-21,Woman,Russia,Bachelor’s degree,Student,< 1 years
1276,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1277,30-34,Man,China,Bachelor’s degree,Product Manager,1-3 years
1278,30-34,Man,South Korea,Bachelor’s degree,Other,< 1 years
1279,18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
1280,45-49,Man,United States of America,Professional doctorate,Data Scientist,10-20 years
1281,35-39,Man,United States of America,Master’s degree,Business Analyst,10-20 years
1282,40-44,Woman,India,Doctoral degree,Machine Learning Engineer,3-5 years
1283,22-24,Man,Italy,Master’s degree,Currently not employed,1-3 years
1284,40-44,Man,Brazil,Master’s degree,Data Scientist,1-3 years
1285,25-29,Woman,Viet Nam,Master’s degree,Research Scientist,1-3 years
1286,22-24,Woman,France,Master’s degree,Student,< 1 years
1287,30-34,Man,Germany,Doctoral degree,Data Analyst,10-20 years
1288,40-44,Man,India,Bachelor’s degree,Product Manager,1-3 years
1289,22-24,Man,Japan,Bachelor’s degree,Student,1-3 years
1290,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years
1291,18-21,Man,China,Bachelor’s degree,Currently not employed,1-3 years
1292,22-24,Man,Taiwan,Master’s degree,Student,1-3 years
1293,40-44,Man,India,Doctoral degree,Student,< 1 years
1294,22-24,Man,India,Bachelor’s degree,Student,3-5 years
1295,35-39,Woman,India,Bachelor’s degree,Data Engineer,1-3 years
1296,25-29,Man,Germany,Master’s degree,Student,3-5 years
1297,55-59,Man,Germany,Doctoral degree,Software Engineer,20+ years
1298,22-24,Man,Italy,Doctoral degree,Student,3-5 years
1299,22-24,Man,Poland,Bachelor’s degree,Software Engineer,1-3 years
1300,25-29,Man,United Arab Emirates,Bachelor’s degree,Data Scientist,5-10 years
1301,25-29,Man,India,Master’s degree,Currently not employed,< 1 years
1302,18-21,Man,India,Bachelor’s degree,Student,3-5 years
1303,30-34,Woman,Ukraine,Master’s degree,Currently not employed,< 1 years
1304,30-34,Woman,Germany,Master’s degree,Data Analyst,5-10 years
1305,35-39,Man,India,Bachelor’s degree,Other,5-10 years
1306,18-21,Man,Philippines,Bachelor’s degree,Developer Relations/Advocacy,1-3 years
1307,18-21,Woman,Egypt,Bachelor’s degree,Student,1-3 years
1308,35-39,Woman,Nigeria,Master’s degree,Business Analyst,< 1 years
1309,30-34,Man,India,Master’s degree,Currently not employed,3-5 years
1310,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,1-3 years
1311,22-24,Man,Egypt,Bachelor’s degree,Currently not employed,1-3 years
1312,25-29,Man,Nigeria,Master’s degree,Data Analyst,< 1 years
1313,18-21,Woman,India,Bachelor’s degree,Data Analyst,< 1 years
1314,55-59,Man,United States of America,Professional doctorate,Research Scientist,10-20 years
1315,55-59,Man,Netherlands,Master’s degree,Data Scientist,20+ years
1316,25-29,Man,Nigeria,Bachelor’s degree,Student,< 1 years
1317,25-29,Man,India,Master’s degree,Data Scientist,3-5 years
1318,18-21,Man,India,Bachelor’s degree,Student,< 1 years
1319,30-34,Man,Russia,No formal education past high school,Currently not employed,5-10 years
1320,22-24,Man,India,Master’s degree,Student,3-5 years
1321,35-39,Man,India,Master’s degree,Machine Learning Engineer,5-10 years
1322,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
1323,60-69,Prefer not to say,United States of America,Master’s degree,Data Analyst,I have never written code
1324,30-34,Woman,Viet Nam,Bachelor’s degree,Currently not employed,< 1 years
1325,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1326,30-34,Man,Turkey,Doctoral degree,Research Scientist,3-5 years
1327,22-24,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer,3-5 years
1328,45-49,Man,Japan,Bachelor’s degree,Other,20+ years
1329,30-34,Man,Viet Nam,Master’s degree,Product Manager,1-3 years
1330,60-69,Man,Japan,Bachelor’s degree,Program/Project Manager,20+ years
1331,55-59,Man,Thailand,Master’s degree,Research Scientist,10-20 years
1332,40-44,Man,Spain,Doctoral degree,Research Scientist,5-10 years
1333,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1334,35-39,Man,Italy,Master’s degree,Software Engineer,10-20 years
1335,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1336,18-21,Woman,India,Bachelor’s degree,Software Engineer,< 1 years
1337,25-29,Man,Pakistan,Bachelor’s degree,Software Engineer,1-3 years
1338,40-44,Man,Other,I prefer not to answer,Student,1-3 years
1339,18-21,Man,India,Bachelor’s degree,Student,1-3 years
1340,25-29,Man,India,I prefer not to answer,Currently not employed,1-3 years
1341,30-34,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,I have never written code
1342,30-34,Woman,India,Doctoral degree,Research Scientist,< 1 years
1343,45-49,Woman,Portugal,Bachelor’s degree,Other,I have never written code
1344,25-29,Nonbinary,Ecuador,Master’s degree,Software Engineer,3-5 years
1345,30-34,Woman,Russia,Master’s degree,Business Analyst,5-10 years
1346,25-29,Man,Pakistan,Master’s degree,Student,1-3 years
1347,25-29,Man,United States of America,Master’s degree,Student,1-3 years
1348,45-49,Man,Australia,Master’s degree,Currently not employed,10-20 years
1349,18-21,Man,India,Master’s degree,Student,1-3 years
1350,45-49,Man,Germany,Doctoral degree,Currently not employed,3-5 years
1351,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,20+ years
1352,40-44,Man,India,Bachelor’s degree,Program/Project Manager,10-20 years
1353,30-34,Man,United Arab Emirates,Doctoral degree,Data Scientist,5-10 years
1354,18-21,Woman,Egypt,Bachelor’s degree,Currently not employed,1-3 years
1355,30-34,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years
1356,30-34,Man,France,Master’s degree,Program/Project Manager,5-10 years
1357,25-29,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,1-3 years
1358,18-21,Man,China,Bachelor’s degree,Student,1-3 years
1359,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed,3-5 years
1360,45-49,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Other,1-3 years
1361,22-24,Man,Other,Master’s degree,Business Analyst,I have never written code
1362,60-69,Man,Spain,Master’s degree,Other,20+ years
1363,50-54,Man,Other,Doctoral degree,Research Scientist,20+ years
1364,55-59,Man,Italy,Doctoral degree,Research Scientist,20+ years
1365,25-29,Man,India,Master’s degree,Currently not employed,3-5 years
1366,35-39,Woman,Other,Master’s degree,Other,< 1 years
1367,18-21,Woman,India,Bachelor’s degree,Student,3-5 years
1368,22-24,Woman,India,Bachelor’s degree,Data Analyst,1-3 years
1369,25-29,Man,India,Bachelor’s degree,Student,< 1 years
1370,30-34,Man,China,Master’s degree,Business Analyst,3-5 years
1371,30-34,Woman,India,Master’s degree,Program/Project Manager,I have never written code
1372,40-44,Man,Colombia,Doctoral degree,Other,10-20 years
1373,25-29,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years
1374,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1375,22-24,Woman,France,Master’s degree,Data Scientist,3-5 years
1376,25-29,Woman,India,Master’s degree,Business Analyst,1-3 years
1377,22-24,Man,India,Master’s degree,Student,1-3 years
1378,30-34,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,< 1 years
1379,50-54,Man,Japan,No formal education past high school,Software Engineer,20+ years
1380,30-34,Woman,Pakistan,Master’s degree,Statistician,I have never written code
1381,55-59,Man,Japan,Master’s degree,Other,3-5 years
1382,22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 years
1383,30-34,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 years
1384,18-21,Man,India,Bachelor’s degree,Student,< 1 years
1385,45-49,Man,Spain,Bachelor’s degree,Data Analyst,5-10 years
1386,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code
1387,25-29,Woman,United States of America,Master’s degree,Currently not employed,1-3 years
1388,18-21,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
1389,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Student,< 1 years
1390,40-44,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years
1391,35-39,Man,United States of America,Master’s degree,Other,5-10 years
1392,25-29,Man,Germany,Master’s degree,Currently not employed,3-5 years
1393,18-21,Man,India,Bachelor’s degree,Student,< 1 years
1394,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years
1395,50-54,Woman,Poland,Master’s degree,Business Analyst,< 1 years
1396,18-21,Man,Russia,Bachelor’s degree,Software Engineer,3-5 years
1397,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
1398,18-21,Woman,Viet Nam,Bachelor’s degree,Data Scientist,1-3 years
1399,40-44,Man,Egypt,Doctoral degree,Research Scientist,10-20 years
